year,port,mode,species,month,estimateType,estimate
2018,FRANKFORT-ELBERTA,Pier/Dock,Other,7,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Other,7,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Pink Salmon,7,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Pink Salmon,7,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Pumpkinseed,7,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Pumpkinseed,7,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Rockbass,7,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Rockbass,7,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Round Whitefish,7,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Round Whitefish,7,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Smallmouth Bass,7,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Smallmouth Bass,7,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,7,Catch,7
2018,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,7,Harvest,7
2018,FRANKFORT-ELBERTA,Pier/Dock,Walleye,7,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Walleye,7,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,White Bass,7,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,White Bass,7,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,White Perch,7,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,White Perch,7,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Yellow Perch,7,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Yellow Perch,7,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Bluegill,8,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Bluegill,8,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,8,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,8,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Channel Catfish,8,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Channel Catfish,8,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,8,Catch,94
2018,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,8,Harvest,94
2018,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,8,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,8,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Common White Sucker,8,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Common White Sucker,8,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Drum,8,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Drum,8,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Lake Herring,8,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Lake Herring,8,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Lake Whitefish,8,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Lake Whitefish,8,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Largemouth Bass,8,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Largemouth Bass,8,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Lean Lake Trout,8,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Lean Lake Trout,8,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Musky,8,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Musky,8,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Northern Pike,8,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Northern Pike,8,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,,8,Angler Hours,1349
2018,FRANKFORT-ELBERTA,Pier/Dock,Other,8,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Other,8,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Pink Salmon,8,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Pink Salmon,8,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Pumpkinseed,8,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Pumpkinseed,8,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Rockbass,8,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Rockbass,8,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Round Whitefish,8,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Round Whitefish,8,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Smallmouth Bass,8,Catch,15
2018,FRANKFORT-ELBERTA,Pier/Dock,Smallmouth Bass,8,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,8,Catch,29
2018,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,8,Harvest,29
2018,FRANKFORT-ELBERTA,Pier/Dock,Walleye,8,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Walleye,8,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,White Bass,8,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,White Bass,8,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,White Perch,8,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,White Perch,8,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Yellow Perch,8,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Yellow Perch,8,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Bluegill,9,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Bluegill,9,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,9,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,9,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Channel Catfish,9,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Channel Catfish,9,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,Catch,42
2018,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,Harvest,42
2018,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,9,Catch,204
2018,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,9,Harvest,156
2018,FRANKFORT-ELBERTA,Pier/Dock,Common White Sucker,9,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Common White Sucker,9,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Drum,9,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Drum,9,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Lake Herring,9,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Lake Herring,9,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Lake Whitefish,9,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Lake Whitefish,9,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Largemouth Bass,9,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Largemouth Bass,9,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Lean Lake Trout,9,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Lean Lake Trout,9,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Musky,9,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Musky,9,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Northern Pike,9,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Northern Pike,9,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,,9,Angler Hours,1318
2018,FRANKFORT-ELBERTA,Pier/Dock,Other,9,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Other,9,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Pink Salmon,9,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Pink Salmon,9,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Pumpkinseed,9,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Pumpkinseed,9,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Rockbass,9,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Rockbass,9,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Round Whitefish,9,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Round Whitefish,9,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Smallmouth Bass,9,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Smallmouth Bass,9,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,9,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,9,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Walleye,9,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Walleye,9,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,White Bass,9,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,White Bass,9,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,White Perch,9,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,White Perch,9,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Yellow Perch,9,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Yellow Perch,9,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Bluegill,10,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Bluegill,10,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,10,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,10,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Channel Catfish,10,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Channel Catfish,10,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,10,Catch,23
2018,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,10,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,10,Catch,52
2018,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,10,Harvest,29
2018,FRANKFORT-ELBERTA,Pier/Dock,Common White Sucker,10,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Common White Sucker,10,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Drum,10,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Drum,10,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Lake Herring,10,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Lake Herring,10,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Lake Whitefish,10,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Lake Whitefish,10,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Largemouth Bass,10,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Largemouth Bass,10,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Lean Lake Trout,10,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Lean Lake Trout,10,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Musky,10,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Musky,10,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Northern Pike,10,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Northern Pike,10,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,,10,Angler Hours,1535
2018,FRANKFORT-ELBERTA,Pier/Dock,Other,10,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Other,10,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Pink Salmon,10,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Pink Salmon,10,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Pumpkinseed,10,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Pumpkinseed,10,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Rockbass,10,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Rockbass,10,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Round Whitefish,10,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Round Whitefish,10,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Smallmouth Bass,10,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Smallmouth Bass,10,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,Catch,136
2018,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,Harvest,132
2018,FRANKFORT-ELBERTA,Pier/Dock,Walleye,10,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Walleye,10,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,White Bass,10,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,White Bass,10,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,White Perch,10,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,White Perch,10,Harvest,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Yellow Perch,10,Catch,0
2018,FRANKFORT-ELBERTA,Pier/Dock,Yellow Perch,10,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Atlantic Salmon,4,Catch,45
2019,FRANKFORT-ELBERTA,Pier/Dock,Atlantic Salmon,4,Harvest,45
2019,FRANKFORT-ELBERTA,Pier/Dock,Black Crappie,4,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Black Crappie,4,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Bluegill,4,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Bluegill,4,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,4,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Channel Catfish,4,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Channel Catfish,4,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,4,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,4,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,4,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,4,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Common White Sucker,4,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Common White Sucker,4,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Drum,4,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Drum,4,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Fat Lake Trout,4,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Fat Lake Trout,4,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Lake Herring,4,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Lake Herring,4,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Lake Whitefish,4,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Lake Whitefish,4,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Largemouth Bass,4,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Largemouth Bass,4,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Lean Lake Trout,4,Catch,15
2019,FRANKFORT-ELBERTA,Pier/Dock,Lean Lake Trout,4,Harvest,15
2019,FRANKFORT-ELBERTA,Pier/Dock,Northern Pike,4,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Northern Pike,4,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,,4,Angler Hours,2168
2019,FRANKFORT-ELBERTA,Pier/Dock,Other,4,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Other,4,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Pink Salmon,4,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Pink Salmon,4,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Pumpkinseed,4,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Pumpkinseed,4,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Rockbass,4,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Rockbass,4,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Round Whitefish,4,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Round Whitefish,4,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Smallmouth Bass,4,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Smallmouth Bass,4,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,4,Catch,10
2019,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,4,Harvest,10
2019,FRANKFORT-ELBERTA,Pier/Dock,Walleye,4,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Walleye,4,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,White Bass,4,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,White Bass,4,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,White Perch,4,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,White Perch,4,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Yellow Perch,4,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Yellow Perch,4,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Atlantic Salmon,5,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Atlantic Salmon,5,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Black Crappie,5,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Black Crappie,5,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Bluegill,5,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Bluegill,5,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,5,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,5,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Channel Catfish,5,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Channel Catfish,5,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,5,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,5,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,5,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,5,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Common White Sucker,5,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Common White Sucker,5,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Drum,5,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Drum,5,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Fat Lake Trout,5,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Fat Lake Trout,5,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Lake Herring,5,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Lake Herring,5,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Lake Whitefish,5,Catch,2
2019,FRANKFORT-ELBERTA,Pier/Dock,Lake Whitefish,5,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Largemouth Bass,5,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Largemouth Bass,5,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Lean Lake Trout,5,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Lean Lake Trout,5,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Northern Pike,5,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Northern Pike,5,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,,5,Angler Hours,36
2019,FRANKFORT-ELBERTA,Pier/Dock,Other,5,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Other,5,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Pink Salmon,5,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Pink Salmon,5,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Pumpkinseed,5,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Pumpkinseed,5,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Rockbass,5,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Rockbass,5,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Round Whitefish,5,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Round Whitefish,5,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Smallmouth Bass,5,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Smallmouth Bass,5,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,5,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,5,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Walleye,5,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Walleye,5,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,White Bass,5,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,White Bass,5,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,White Perch,5,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,White Perch,5,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Yellow Perch,5,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Yellow Perch,5,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Atlantic Salmon,6,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Atlantic Salmon,6,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Black Crappie,6,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Black Crappie,6,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Bluegill,6,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Bluegill,6,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,6,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,6,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Channel Catfish,6,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Channel Catfish,6,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,6,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,6,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,6,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,6,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Common White Sucker,6,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Common White Sucker,6,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Drum,6,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Drum,6,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Fat Lake Trout,6,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Fat Lake Trout,6,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Lake Herring,6,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Lake Herring,6,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Lake Whitefish,6,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Lake Whitefish,6,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Largemouth Bass,6,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Largemouth Bass,6,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Lean Lake Trout,6,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Lean Lake Trout,6,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Northern Pike,6,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Northern Pike,6,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,,6,Angler Hours,594
2019,FRANKFORT-ELBERTA,Pier/Dock,Other,6,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Other,6,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Pink Salmon,6,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Pink Salmon,6,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Pumpkinseed,6,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Pumpkinseed,6,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Rockbass,6,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Rockbass,6,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Round Whitefish,6,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Round Whitefish,6,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Smallmouth Bass,6,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Smallmouth Bass,6,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,6,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,6,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Walleye,6,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Walleye,6,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,White Bass,6,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,White Bass,6,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,White Perch,6,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,White Perch,6,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Yellow Perch,6,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Yellow Perch,6,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Atlantic Salmon,7,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Atlantic Salmon,7,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Black Crappie,7,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Black Crappie,7,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Bluegill,7,Catch,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Bluegill,7,Harvest,0
2019,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,7,Catch,0
