year,port,mode,species,month,estimateType,estimate
2021,GRAND HAVEN,Pier/Dock,Common White Sucker,4,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Drum,4,Catch,10
2021,GRAND HAVEN,Pier/Dock,Drum,4,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Lake Herring,4,Catch,0
2021,GRAND HAVEN,Pier/Dock,Lake Herring,4,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Lake Whitefish,4,Catch,6
2021,GRAND HAVEN,Pier/Dock,Lake Whitefish,4,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Largemouth Bass,4,Catch,0
2021,GRAND HAVEN,Pier/Dock,Largemouth Bass,4,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Lean Lake Trout,4,Catch,0
2021,GRAND HAVEN,Pier/Dock,Lean Lake Trout,4,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Musky,4,Catch,0
2021,GRAND HAVEN,Pier/Dock,Musky,4,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Northern Pike,4,Catch,0
2021,GRAND HAVEN,Pier/Dock,Northern Pike,4,Harvest,0
2021,GRAND HAVEN,Pier/Dock,,4,Angler Hours,2068
2021,GRAND HAVEN,Pier/Dock,Other,4,Catch,0
2021,GRAND HAVEN,Pier/Dock,Other,4,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Pink Salmon,4,Catch,0
2021,GRAND HAVEN,Pier/Dock,Pink Salmon,4,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Pumpkinseed,4,Catch,0
2021,GRAND HAVEN,Pier/Dock,Pumpkinseed,4,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Rockbass,4,Catch,0
2021,GRAND HAVEN,Pier/Dock,Rockbass,4,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Round Whitefish,4,Catch,145
2021,GRAND HAVEN,Pier/Dock,Round Whitefish,4,Harvest,145
2021,GRAND HAVEN,Pier/Dock,Smallmouth Bass,4,Catch,10
2021,GRAND HAVEN,Pier/Dock,Smallmouth Bass,4,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Smelt,4,Catch,0
2021,GRAND HAVEN,Pier/Dock,Smelt,4,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Steelhead,4,Catch,19
2021,GRAND HAVEN,Pier/Dock,Steelhead,4,Harvest,19
2021,GRAND HAVEN,Pier/Dock,Walleye,4,Catch,0
2021,GRAND HAVEN,Pier/Dock,Walleye,4,Harvest,0
2021,GRAND HAVEN,Pier/Dock,White Bass,4,Catch,0
2021,GRAND HAVEN,Pier/Dock,White Bass,4,Harvest,0
2021,GRAND HAVEN,Pier/Dock,White Perch,4,Catch,0
2021,GRAND HAVEN,Pier/Dock,White Perch,4,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Yellow Perch,4,Catch,377
2021,GRAND HAVEN,Pier/Dock,Yellow Perch,4,Harvest,317
2021,GRAND HAVEN,Pier/Dock,Black Crappie,5,Catch,0
2021,GRAND HAVEN,Pier/Dock,Black Crappie,5,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Bluegill,5,Catch,0
2021,GRAND HAVEN,Pier/Dock,Bluegill,5,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Brook Trout,5,Catch,0
2021,GRAND HAVEN,Pier/Dock,Brook Trout,5,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Brown Trout,5,Catch,35
2021,GRAND HAVEN,Pier/Dock,Brown Trout,5,Harvest,35
2021,GRAND HAVEN,Pier/Dock,Channel Catfish,5,Catch,53
2021,GRAND HAVEN,Pier/Dock,Channel Catfish,5,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Chinook Salmon,5,Catch,0
2021,GRAND HAVEN,Pier/Dock,Chinook Salmon,5,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Coho Salmon,5,Catch,65
2021,GRAND HAVEN,Pier/Dock,Coho Salmon,5,Harvest,32
2021,GRAND HAVEN,Pier/Dock,Common White Sucker,5,Catch,0
2021,GRAND HAVEN,Pier/Dock,Common White Sucker,5,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Drum,5,Catch,106
2021,GRAND HAVEN,Pier/Dock,Drum,5,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Lake Herring,5,Catch,0
2021,GRAND HAVEN,Pier/Dock,Lake Herring,5,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Lake Whitefish,5,Catch,0
2021,GRAND HAVEN,Pier/Dock,Lake Whitefish,5,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Largemouth Bass,5,Catch,0
2021,GRAND HAVEN,Pier/Dock,Largemouth Bass,5,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Lean Lake Trout,5,Catch,0
2021,GRAND HAVEN,Pier/Dock,Lean Lake Trout,5,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Musky,5,Catch,0
2021,GRAND HAVEN,Pier/Dock,Musky,5,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Northern Pike,5,Catch,0
2021,GRAND HAVEN,Pier/Dock,Northern Pike,5,Harvest,0
2021,GRAND HAVEN,Pier/Dock,,5,Angler Hours,2374
2021,GRAND HAVEN,Pier/Dock,Other,5,Catch,0
2021,GRAND HAVEN,Pier/Dock,Other,5,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Pink Salmon,5,Catch,0
2021,GRAND HAVEN,Pier/Dock,Pink Salmon,5,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Pumpkinseed,5,Catch,0
2021,GRAND HAVEN,Pier/Dock,Pumpkinseed,5,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Rockbass,5,Catch,0
2021,GRAND HAVEN,Pier/Dock,Rockbass,5,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Round Whitefish,5,Catch,0
2021,GRAND HAVEN,Pier/Dock,Round Whitefish,5,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Smallmouth Bass,5,Catch,0
2021,GRAND HAVEN,Pier/Dock,Smallmouth Bass,5,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Smelt,5,Catch,0
2021,GRAND HAVEN,Pier/Dock,Smelt,5,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Steelhead,5,Catch,19
2021,GRAND HAVEN,Pier/Dock,Steelhead,5,Harvest,19
2021,GRAND HAVEN,Pier/Dock,Walleye,5,Catch,0
2021,GRAND HAVEN,Pier/Dock,Walleye,5,Harvest,0
2021,GRAND HAVEN,Pier/Dock,White Bass,5,Catch,0
2021,GRAND HAVEN,Pier/Dock,White Bass,5,Harvest,0
2021,GRAND HAVEN,Pier/Dock,White Perch,5,Catch,0
2021,GRAND HAVEN,Pier/Dock,White Perch,5,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Yellow Perch,5,Catch,66
2021,GRAND HAVEN,Pier/Dock,Yellow Perch,5,Harvest,66
2021,GRAND HAVEN,Pier/Dock,Black Crappie,6,Catch,0
2021,GRAND HAVEN,Pier/Dock,Black Crappie,6,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Bluegill,6,Catch,108
2021,GRAND HAVEN,Pier/Dock,Bluegill,6,Harvest,108
2021,GRAND HAVEN,Pier/Dock,Brook Trout,6,Catch,0
2021,GRAND HAVEN,Pier/Dock,Brook Trout,6,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Brown Trout,6,Catch,0
2021,GRAND HAVEN,Pier/Dock,Brown Trout,6,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Channel Catfish,6,Catch,17
2021,GRAND HAVEN,Pier/Dock,Channel Catfish,6,Harvest,11
2021,GRAND HAVEN,Pier/Dock,Chinook Salmon,6,Catch,0
2021,GRAND HAVEN,Pier/Dock,Chinook Salmon,6,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Coho Salmon,6,Catch,0
2021,GRAND HAVEN,Pier/Dock,Coho Salmon,6,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Common White Sucker,6,Catch,0
2021,GRAND HAVEN,Pier/Dock,Common White Sucker,6,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Drum,6,Catch,227
2021,GRAND HAVEN,Pier/Dock,Drum,6,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Lake Herring,6,Catch,0
2021,GRAND HAVEN,Pier/Dock,Lake Herring,6,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Lake Whitefish,6,Catch,0
2021,GRAND HAVEN,Pier/Dock,Lake Whitefish,6,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Largemouth Bass,6,Catch,0
2021,GRAND HAVEN,Pier/Dock,Largemouth Bass,6,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Lean Lake Trout,6,Catch,0
2021,GRAND HAVEN,Pier/Dock,Lean Lake Trout,6,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Musky,6,Catch,0
2021,GRAND HAVEN,Pier/Dock,Musky,6,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Northern Pike,6,Catch,0
2021,GRAND HAVEN,Pier/Dock,Northern Pike,6,Harvest,0
2021,GRAND HAVEN,Pier/Dock,,6,Angler Hours,7311
2021,GRAND HAVEN,Pier/Dock,Other,6,Catch,4
2021,GRAND HAVEN,Pier/Dock,Other,6,Harvest,4
2021,GRAND HAVEN,Pier/Dock,Pink Salmon,6,Catch,0
2021,GRAND HAVEN,Pier/Dock,Pink Salmon,6,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Pumpkinseed,6,Catch,0
2021,GRAND HAVEN,Pier/Dock,Pumpkinseed,6,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Rockbass,6,Catch,0
2021,GRAND HAVEN,Pier/Dock,Rockbass,6,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Round Whitefish,6,Catch,0
2021,GRAND HAVEN,Pier/Dock,Round Whitefish,6,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Smallmouth Bass,6,Catch,0
2021,GRAND HAVEN,Pier/Dock,Smallmouth Bass,6,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Smelt,6,Catch,0
2021,GRAND HAVEN,Pier/Dock,Smelt,6,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Steelhead,6,Catch,1127
2021,GRAND HAVEN,Pier/Dock,Steelhead,6,Harvest,1030
2021,GRAND HAVEN,Pier/Dock,Walleye,6,Catch,0
2021,GRAND HAVEN,Pier/Dock,Walleye,6,Harvest,0
2021,GRAND HAVEN,Pier/Dock,White Bass,6,Catch,0
2021,GRAND HAVEN,Pier/Dock,White Bass,6,Harvest,0
2021,GRAND HAVEN,Pier/Dock,White Perch,6,Catch,0
2021,GRAND HAVEN,Pier/Dock,White Perch,6,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Yellow Perch,6,Catch,38
2021,GRAND HAVEN,Pier/Dock,Yellow Perch,6,Harvest,29
2021,GRAND HAVEN,Pier/Dock,Black Crappie,7,Catch,0
2021,GRAND HAVEN,Pier/Dock,Black Crappie,7,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Bluegill,7,Catch,251
2021,GRAND HAVEN,Pier/Dock,Bluegill,7,Harvest,78
2021,GRAND HAVEN,Pier/Dock,Brook Trout,7,Catch,0
2021,GRAND HAVEN,Pier/Dock,Brook Trout,7,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Brown Trout,7,Catch,0
2021,GRAND HAVEN,Pier/Dock,Brown Trout,7,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Channel Catfish,7,Catch,78
2021,GRAND HAVEN,Pier/Dock,Channel Catfish,7,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Chinook Salmon,7,Catch,0
2021,GRAND HAVEN,Pier/Dock,Chinook Salmon,7,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Coho Salmon,7,Catch,0
2021,GRAND HAVEN,Pier/Dock,Coho Salmon,7,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Common White Sucker,7,Catch,0
2021,GRAND HAVEN,Pier/Dock,Common White Sucker,7,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Drum,7,Catch,212
2021,GRAND HAVEN,Pier/Dock,Drum,7,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Lake Herring,7,Catch,0
2021,GRAND HAVEN,Pier/Dock,Lake Herring,7,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Lake Whitefish,7,Catch,0
2021,GRAND HAVEN,Pier/Dock,Lake Whitefish,7,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Largemouth Bass,7,Catch,23
2021,GRAND HAVEN,Pier/Dock,Largemouth Bass,7,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Lean Lake Trout,7,Catch,0
2021,GRAND HAVEN,Pier/Dock,Lean Lake Trout,7,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Musky,7,Catch,0
2021,GRAND HAVEN,Pier/Dock,Musky,7,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Northern Pike,7,Catch,0
2021,GRAND HAVEN,Pier/Dock,Northern Pike,7,Harvest,0
2021,GRAND HAVEN,Pier/Dock,,7,Angler Hours,4295
2021,GRAND HAVEN,Pier/Dock,Other,7,Catch,524
2021,GRAND HAVEN,Pier/Dock,Other,7,Harvest,510
2021,GRAND HAVEN,Pier/Dock,Pink Salmon,7,Catch,0
2021,GRAND HAVEN,Pier/Dock,Pink Salmon,7,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Pumpkinseed,7,Catch,0
2021,GRAND HAVEN,Pier/Dock,Pumpkinseed,7,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Rockbass,7,Catch,9
2021,GRAND HAVEN,Pier/Dock,Rockbass,7,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Round Whitefish,7,Catch,0
2021,GRAND HAVEN,Pier/Dock,Round Whitefish,7,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Smallmouth Bass,7,Catch,0
2021,GRAND HAVEN,Pier/Dock,Smallmouth Bass,7,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Smelt,7,Catch,0
2021,GRAND HAVEN,Pier/Dock,Smelt,7,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Steelhead,7,Catch,86
2021,GRAND HAVEN,Pier/Dock,Steelhead,7,Harvest,86
2021,GRAND HAVEN,Pier/Dock,Walleye,7,Catch,0
2021,GRAND HAVEN,Pier/Dock,Walleye,7,Harvest,0
2021,GRAND HAVEN,Pier/Dock,White Bass,7,Catch,0
2021,GRAND HAVEN,Pier/Dock,White Bass,7,Harvest,0
2021,GRAND HAVEN,Pier/Dock,White Perch,7,Catch,0
2021,GRAND HAVEN,Pier/Dock,White Perch,7,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Yellow Perch,7,Catch,12
2021,GRAND HAVEN,Pier/Dock,Yellow Perch,7,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Black Crappie,8,Catch,0
2021,GRAND HAVEN,Pier/Dock,Black Crappie,8,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Bluegill,8,Catch,3207
2021,GRAND HAVEN,Pier/Dock,Bluegill,8,Harvest,649
2021,GRAND HAVEN,Pier/Dock,Brook Trout,8,Catch,0
2021,GRAND HAVEN,Pier/Dock,Brook Trout,8,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Brown Trout,8,Catch,0
2021,GRAND HAVEN,Pier/Dock,Brown Trout,8,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Channel Catfish,8,Catch,396
2021,GRAND HAVEN,Pier/Dock,Channel Catfish,8,Harvest,73
2021,GRAND HAVEN,Pier/Dock,Chinook Salmon,8,Catch,0
2021,GRAND HAVEN,Pier/Dock,Chinook Salmon,8,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Coho Salmon,8,Catch,0
2021,GRAND HAVEN,Pier/Dock,Coho Salmon,8,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Common White Sucker,8,Catch,0
2021,GRAND HAVEN,Pier/Dock,Common White Sucker,8,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Drum,8,Catch,279
2021,GRAND HAVEN,Pier/Dock,Drum,8,Harvest,44
2021,GRAND HAVEN,Pier/Dock,Lake Herring,8,Catch,0
2021,GRAND HAVEN,Pier/Dock,Lake Herring,8,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Lake Whitefish,8,Catch,0
2021,GRAND HAVEN,Pier/Dock,Lake Whitefish,8,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Largemouth Bass,8,Catch,738
2021,GRAND HAVEN,Pier/Dock,Largemouth Bass,8,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Lean Lake Trout,8,Catch,0
2021,GRAND HAVEN,Pier/Dock,Lean Lake Trout,8,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Musky,8,Catch,0
2021,GRAND HAVEN,Pier/Dock,Musky,8,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Northern Pike,8,Catch,0
2021,GRAND HAVEN,Pier/Dock,Northern Pike,8,Harvest,0
2021,GRAND HAVEN,Pier/Dock,,8,Angler Hours,3090
2021,GRAND HAVEN,Pier/Dock,Other,8,Catch,18
2021,GRAND HAVEN,Pier/Dock,Other,8,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Pink Salmon,8,Catch,0
2021,GRAND HAVEN,Pier/Dock,Pink Salmon,8,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Pumpkinseed,8,Catch,0
2021,GRAND HAVEN,Pier/Dock,Pumpkinseed,8,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Rockbass,8,Catch,0
2021,GRAND HAVEN,Pier/Dock,Rockbass,8,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Round Whitefish,8,Catch,0
2021,GRAND HAVEN,Pier/Dock,Round Whitefish,8,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Smallmouth Bass,8,Catch,899
2021,GRAND HAVEN,Pier/Dock,Smallmouth Bass,8,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Smelt,8,Catch,0
2021,GRAND HAVEN,Pier/Dock,Smelt,8,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Steelhead,8,Catch,0
2021,GRAND HAVEN,Pier/Dock,Steelhead,8,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Walleye,8,Catch,0
2021,GRAND HAVEN,Pier/Dock,Walleye,8,Harvest,0
2021,GRAND HAVEN,Pier/Dock,White Bass,8,Catch,20
2021,GRAND HAVEN,Pier/Dock,White Bass,8,Harvest,0
2021,GRAND HAVEN,Pier/Dock,White Perch,8,Catch,126
2021,GRAND HAVEN,Pier/Dock,White Perch,8,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Yellow Perch,8,Catch,0
2021,GRAND HAVEN,Pier/Dock,Yellow Perch,8,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Black Crappie,9,Catch,0
2021,GRAND HAVEN,Pier/Dock,Black Crappie,9,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Bluegill,9,Catch,238
2021,GRAND HAVEN,Pier/Dock,Bluegill,9,Harvest,107
2021,GRAND HAVEN,Pier/Dock,Brook Trout,9,Catch,0
2021,GRAND HAVEN,Pier/Dock,Brook Trout,9,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Brown Trout,9,Catch,3
2021,GRAND HAVEN,Pier/Dock,Brown Trout,9,Harvest,3
2021,GRAND HAVEN,Pier/Dock,Channel Catfish,9,Catch,160
2021,GRAND HAVEN,Pier/Dock,Channel Catfish,9,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Chinook Salmon,9,Catch,10
2021,GRAND HAVEN,Pier/Dock,Chinook Salmon,9,Harvest,10
2021,GRAND HAVEN,Pier/Dock,Coho Salmon,9,Catch,21
2021,GRAND HAVEN,Pier/Dock,Coho Salmon,9,Harvest,18
2021,GRAND HAVEN,Pier/Dock,Common White Sucker,9,Catch,0
2021,GRAND HAVEN,Pier/Dock,Common White Sucker,9,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Drum,9,Catch,33
2021,GRAND HAVEN,Pier/Dock,Drum,9,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Lake Herring,9,Catch,0
2021,GRAND HAVEN,Pier/Dock,Lake Herring,9,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Lake Whitefish,9,Catch,0
2021,GRAND HAVEN,Pier/Dock,Lake Whitefish,9,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Largemouth Bass,9,Catch,69
2021,GRAND HAVEN,Pier/Dock,Largemouth Bass,9,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Lean Lake Trout,9,Catch,4
2021,GRAND HAVEN,Pier/Dock,Lean Lake Trout,9,Harvest,4
2021,GRAND HAVEN,Pier/Dock,Musky,9,Catch,0
2021,GRAND HAVEN,Pier/Dock,Musky,9,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Northern Pike,9,Catch,0
2021,GRAND HAVEN,Pier/Dock,Northern Pike,9,Harvest,0
2021,GRAND HAVEN,Pier/Dock,,9,Angler Hours,1500
2021,GRAND HAVEN,Pier/Dock,Other,9,Catch,50
2021,GRAND HAVEN,Pier/Dock,Other,9,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Pink Salmon,9,Catch,0
2021,GRAND HAVEN,Pier/Dock,Pink Salmon,9,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Pumpkinseed,9,Catch,0
2021,GRAND HAVEN,Pier/Dock,Pumpkinseed,9,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Rockbass,9,Catch,2
2021,GRAND HAVEN,Pier/Dock,Rockbass,9,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Round Whitefish,9,Catch,0
2021,GRAND HAVEN,Pier/Dock,Round Whitefish,9,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Smallmouth Bass,9,Catch,0
2021,GRAND HAVEN,Pier/Dock,Smallmouth Bass,9,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Smelt,9,Catch,0
2021,GRAND HAVEN,Pier/Dock,Smelt,9,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Steelhead,9,Catch,12
2021,GRAND HAVEN,Pier/Dock,Steelhead,9,Harvest,12
2021,GRAND HAVEN,Pier/Dock,Walleye,9,Catch,0
2021,GRAND HAVEN,Pier/Dock,Walleye,9,Harvest,0
2021,GRAND HAVEN,Pier/Dock,White Bass,9,Catch,0
2021,GRAND HAVEN,Pier/Dock,White Bass,9,Harvest,0
2021,GRAND HAVEN,Pier/Dock,White Perch,9,Catch,16
2021,GRAND HAVEN,Pier/Dock,White Perch,9,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Yellow Perch,9,Catch,0
2021,GRAND HAVEN,Pier/Dock,Yellow Perch,9,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Black Crappie,10,Catch,0
2021,GRAND HAVEN,Pier/Dock,Black Crappie,10,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Bluegill,10,Catch,0
2021,GRAND HAVEN,Pier/Dock,Bluegill,10,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Brook Trout,10,Catch,0
2021,GRAND HAVEN,Pier/Dock,Brook Trout,10,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Brown Trout,10,Catch,0
2021,GRAND HAVEN,Pier/Dock,Brown Trout,10,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Channel Catfish,10,Catch,50
2021,GRAND HAVEN,Pier/Dock,Channel Catfish,10,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Chinook Salmon,10,Catch,0
2021,GRAND HAVEN,Pier/Dock,Chinook Salmon,10,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Coho Salmon,10,Catch,66
2021,GRAND HAVEN,Pier/Dock,Coho Salmon,10,Harvest,29
2021,GRAND HAVEN,Pier/Dock,Common White Sucker,10,Catch,0
2021,GRAND HAVEN,Pier/Dock,Common White Sucker,10,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Drum,10,Catch,37
2021,GRAND HAVEN,Pier/Dock,Drum,10,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Lake Herring,10,Catch,0
2021,GRAND HAVEN,Pier/Dock,Lake Herring,10,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Lake Whitefish,10,Catch,0
2021,GRAND HAVEN,Pier/Dock,Lake Whitefish,10,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Largemouth Bass,10,Catch,0
2021,GRAND HAVEN,Pier/Dock,Largemouth Bass,10,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Lean Lake Trout,10,Catch,9
2021,GRAND HAVEN,Pier/Dock,Lean Lake Trout,10,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Musky,10,Catch,0
2021,GRAND HAVEN,Pier/Dock,Musky,10,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Northern Pike,10,Catch,0
2021,GRAND HAVEN,Pier/Dock,Northern Pike,10,Harvest,0
2021,GRAND HAVEN,Pier/Dock,,10,Angler Hours,1526
2021,GRAND HAVEN,Pier/Dock,Other,10,Catch,4
2021,GRAND HAVEN,Pier/Dock,Other,10,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Pink Salmon,10,Catch,0
2021,GRAND HAVEN,Pier/Dock,Pink Salmon,10,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Pumpkinseed,10,Catch,0
2021,GRAND HAVEN,Pier/Dock,Pumpkinseed,10,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Rockbass,10,Catch,0
2021,GRAND HAVEN,Pier/Dock,Rockbass,10,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Round Whitefish,10,Catch,0
2021,GRAND HAVEN,Pier/Dock,Round Whitefish,10,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Smallmouth Bass,10,Catch,0
2021,GRAND HAVEN,Pier/Dock,Smallmouth Bass,10,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Smelt,10,Catch,0
2021,GRAND HAVEN,Pier/Dock,Smelt,10,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Steelhead,10,Catch,32
2021,GRAND HAVEN,Pier/Dock,Steelhead,10,Harvest,26
2021,GRAND HAVEN,Pier/Dock,Walleye,10,Catch,0
2021,GRAND HAVEN,Pier/Dock,Walleye,10,Harvest,0
2021,GRAND HAVEN,Pier/Dock,White Bass,10,Catch,0
2021,GRAND HAVEN,Pier/Dock,White Bass,10,Harvest,0
2021,GRAND HAVEN,Pier/Dock,White Perch,10,Catch,0
2021,GRAND HAVEN,Pier/Dock,White Perch,10,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Yellow Perch,10,Catch,0
2021,GRAND HAVEN,Pier/Dock,Yellow Perch,10,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Black Crappie,11,Catch,0
2021,GRAND HAVEN,Pier/Dock,Black Crappie,11,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Bluegill,11,Catch,0
2021,GRAND HAVEN,Pier/Dock,Bluegill,11,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Brook Trout,11,Catch,0
2021,GRAND HAVEN,Pier/Dock,Brook Trout,11,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Brown Trout,11,Catch,0
2021,GRAND HAVEN,Pier/Dock,Brown Trout,11,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Channel Catfish,11,Catch,0
2021,GRAND HAVEN,Pier/Dock,Channel Catfish,11,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Chinook Salmon,11,Catch,0
2021,GRAND HAVEN,Pier/Dock,Chinook Salmon,11,Harvest,0
2021,GRAND HAVEN,Pier/Dock,Coho Salmon,11,Catch,0
