year,port,mode,species,month,month_name,estimate_type,estimate,source,source_last_refreshed
1989,LUDINGTON,Pier/Dock,Brown Trout,5,May,Harvest,76,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1989,LUDINGTON,Pier/Dock,Chinook Salmon,5,May,Harvest,52,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1989,LUDINGTON,Pier/Dock,,5,May,Angler Hours,3200,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1989,LUDINGTON,Pier/Dock,,6,June,Angler Hours,17691,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1989,LUDINGTON,Pier/Dock,,7,July,Angler Hours,20106,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1989,LUDINGTON,Pier/Dock,,8,August,Angler Hours,5352,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1989,LUDINGTON,Pier/Dock,Chinook Salmon,9,September,Harvest,17,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1989,LUDINGTON,Pier/Dock,,9,September,Angler Hours,5808,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1989,LUDINGTON,Pier/Dock,Brown Trout,10,October,Harvest,19,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1989,LUDINGTON,Pier/Dock,,10,October,Angler Hours,5653,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1989,LUDINGTON,Pier/Dock,Steelhead,10,October,Harvest,367,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1990,LUDINGTON,Pier/Dock,Brown Trout,4,April,Harvest,43,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1990,LUDINGTON,Pier/Dock,,4,April,Angler Hours,1847,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1990,LUDINGTON,Pier/Dock,Brown Trout,5,May,Harvest,142,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1990,LUDINGTON,Pier/Dock,,5,May,Angler Hours,1208,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1990,LUDINGTON,Pier/Dock,,6,June,Angler Hours,5542,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1990,LUDINGTON,Pier/Dock,,7,July,Angler Hours,5841,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1990,LUDINGTON,Pier/Dock,Brown Trout,8,August,Harvest,140,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1990,LUDINGTON,Pier/Dock,Chinook Salmon,8,August,Harvest,301,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1990,LUDINGTON,Pier/Dock,Coho Salmon,8,August,Harvest,7,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1990,LUDINGTON,Pier/Dock,,8,August,Angler Hours,4322,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1990,LUDINGTON,Pier/Dock,Steelhead,8,August,Harvest,3,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1990,LUDINGTON,Pier/Dock,Brown Trout,9,September,Harvest,87,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1990,LUDINGTON,Pier/Dock,Chinook Salmon,9,September,Harvest,171,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1990,LUDINGTON,Pier/Dock,Coho Salmon,9,September,Harvest,25,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1990,LUDINGTON,Pier/Dock,,9,September,Angler Hours,2533,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1990,LUDINGTON,Pier/Dock,Steelhead,9,September,Harvest,23,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1990,LUDINGTON,Pier/Dock,,10,October,Angler Hours,1480,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1990,LUDINGTON,Pier/Dock,Steelhead,10,October,Harvest,61,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1991,LUDINGTON,Pier/Dock,Brown Trout,4,April,Harvest,54,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1991,LUDINGTON,Pier/Dock,,4,April,Angler Hours,1955,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1991,LUDINGTON,Pier/Dock,Steelhead,4,April,Harvest,65,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1991,LUDINGTON,Pier/Dock,Brown Trout,5,May,Harvest,52,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1991,LUDINGTON,Pier/Dock,,5,May,Angler Hours,2339,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1991,LUDINGTON,Pier/Dock,Chinook Salmon,6,June,Harvest,14,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1991,LUDINGTON,Pier/Dock,,6,June,Angler Hours,6053,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1991,LUDINGTON,Pier/Dock,Chinook Salmon,7,July,Harvest,63,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1991,LUDINGTON,Pier/Dock,,7,July,Angler Hours,7257,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1991,LUDINGTON,Pier/Dock,Brown Trout,8,August,Harvest,193,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1991,LUDINGTON,Pier/Dock,,8,August,Angler Hours,6112,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1991,LUDINGTON,Pier/Dock,,9,September,Angler Hours,904,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1991,LUDINGTON,Pier/Dock,,10,October,Angler Hours,1863,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1991,LUDINGTON,Pier/Dock,Steelhead,10,October,Harvest,82,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1992,LUDINGTON,Pier/Dock,Brown Trout,4,April,Harvest,28,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1992,LUDINGTON,Pier/Dock,,4,April,Angler Hours,1181,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1992,LUDINGTON,Pier/Dock,Brown Trout,5,May,Harvest,42,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1992,LUDINGTON,Pier/Dock,,5,May,Angler Hours,1010,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1992,LUDINGTON,Pier/Dock,Steelhead,5,May,Harvest,1,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1992,LUDINGTON,Pier/Dock,Brown Trout,6,June,Harvest,24,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1992,LUDINGTON,Pier/Dock,,6,June,Angler Hours,14235,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1992,LUDINGTON,Pier/Dock,,7,July,Angler Hours,9780,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1992,LUDINGTON,Pier/Dock,Brown Trout,8,August,Harvest,17,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1992,LUDINGTON,Pier/Dock,Chinook Salmon,8,August,Harvest,90,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1992,LUDINGTON,Pier/Dock,Coho Salmon,8,August,Harvest,38,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1992,LUDINGTON,Pier/Dock,,8,August,Angler Hours,7603,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1992,LUDINGTON,Pier/Dock,Brown Trout,9,September,Harvest,25,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1992,LUDINGTON,Pier/Dock,,9,September,Angler Hours,2208,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1992,LUDINGTON,Pier/Dock,Brown Trout,10,October,Harvest,81,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1992,LUDINGTON,Pier/Dock,Chinook Salmon,10,October,Harvest,12,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1992,LUDINGTON,Pier/Dock,,10,October,Angler Hours,3370,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1992,LUDINGTON,Pier/Dock,Steelhead,10,October,Harvest,243,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1993,LUDINGTON,Pier/Dock,Brown Trout,4,April,Harvest,69,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1993,LUDINGTON,Pier/Dock,,4,April,Angler Hours,1811,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1993,LUDINGTON,Pier/Dock,,5,May,Angler Hours,957,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1993,LUDINGTON,Pier/Dock,Brown Trout,6,June,Harvest,57,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1993,LUDINGTON,Pier/Dock,,6,June,Angler Hours,5180,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1993,LUDINGTON,Pier/Dock,,7,July,Angler Hours,8109,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1993,LUDINGTON,Pier/Dock,,8,August,Angler Hours,8386,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1993,LUDINGTON,Pier/Dock,Brown Trout,9,September,Harvest,35,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1993,LUDINGTON,Pier/Dock,Chinook Salmon,9,September,Harvest,10,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1993,LUDINGTON,Pier/Dock,,9,September,Angler Hours,1724,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1993,LUDINGTON,Pier/Dock,Brown Trout,10,October,Harvest,14,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1993,LUDINGTON,Pier/Dock,Coho Salmon,10,October,Harvest,25,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1993,LUDINGTON,Pier/Dock,,10,October,Angler Hours,2400,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1993,LUDINGTON,Pier/Dock,Steelhead,10,October,Harvest,118,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,LUDINGTON,Pier/Dock,Brown Trout,4,April,Harvest,158,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,LUDINGTON,Pier/Dock,Chinook Salmon,4,April,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,LUDINGTON,Pier/Dock,Coho Salmon,4,April,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,LUDINGTON,Pier/Dock,,4,April,Angler Hours,2209,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,LUDINGTON,Pier/Dock,Steelhead,4,April,Harvest,22,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,LUDINGTON,Pier/Dock,Brown Trout,5,May,Harvest,20,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,LUDINGTON,Pier/Dock,Chinook Salmon,5,May,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,LUDINGTON,Pier/Dock,Coho Salmon,5,May,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,LUDINGTON,Pier/Dock,,5,May,Angler Hours,814,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,LUDINGTON,Pier/Dock,Steelhead,5,May,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,LUDINGTON,Pier/Dock,Brown Trout,6,June,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,LUDINGTON,Pier/Dock,Chinook Salmon,6,June,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,LUDINGTON,Pier/Dock,Coho Salmon,6,June,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,LUDINGTON,Pier/Dock,,6,June,Angler Hours,3978,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,LUDINGTON,Pier/Dock,Steelhead,6,June,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,LUDINGTON,Pier/Dock,Brown Trout,7,July,Harvest,34,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,LUDINGTON,Pier/Dock,Chinook Salmon,7,July,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,LUDINGTON,Pier/Dock,Coho Salmon,7,July,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,LUDINGTON,Pier/Dock,,7,July,Angler Hours,4502,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,LUDINGTON,Pier/Dock,Steelhead,7,July,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,LUDINGTON,Pier/Dock,Brown Trout,8,August,Harvest,37,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,LUDINGTON,Pier/Dock,Chinook Salmon,8,August,Harvest,29,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,LUDINGTON,Pier/Dock,Coho Salmon,8,August,Harvest,10,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,LUDINGTON,Pier/Dock,,8,August,Angler Hours,1870,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,LUDINGTON,Pier/Dock,Steelhead,8,August,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,LUDINGTON,Pier/Dock,Brown Trout,9,September,Harvest,5,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,LUDINGTON,Pier/Dock,Chinook Salmon,9,September,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,LUDINGTON,Pier/Dock,Coho Salmon,9,September,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,LUDINGTON,Pier/Dock,,9,September,Angler Hours,1098,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,LUDINGTON,Pier/Dock,Steelhead,9,September,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,LUDINGTON,Pier/Dock,Brown Trout,10,October,Harvest,163,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,LUDINGTON,Pier/Dock,Chinook Salmon,10,October,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,LUDINGTON,Pier/Dock,Coho Salmon,10,October,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,LUDINGTON,Pier/Dock,,10,October,Angler Hours,2080,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,LUDINGTON,Pier/Dock,Steelhead,10,October,Harvest,39,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1995,LUDINGTON,Pier/Dock,Brown Trout,4,April,Harvest,7,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1995,LUDINGTON,Pier/Dock,,4,April,Angler Hours,1322,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1995,LUDINGTON,Pier/Dock,Steelhead,4,April,Harvest,3,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1995,LUDINGTON,Pier/Dock,Chinook Salmon,5,May,Harvest,4,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1995,LUDINGTON,Pier/Dock,,5,May,Angler Hours,283,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1995,LUDINGTON,Pier/Dock,Brown Trout,6,June,Harvest,17,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1995,LUDINGTON,Pier/Dock,,6,June,Angler Hours,910,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1995,LUDINGTON,Pier/Dock,,7,July,Angler Hours,2916,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1995,LUDINGTON,Pier/Dock,Chinook Salmon,8,August,Harvest,89,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1995,LUDINGTON,Pier/Dock,,8,August,Angler Hours,935,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1995,LUDINGTON,Pier/Dock,Chinook Salmon,9,September,Harvest,2,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1995,LUDINGTON,Pier/Dock,,9,September,Angler Hours,760,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1995,LUDINGTON,Pier/Dock,,10,October,Angler Hours,866,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1995,LUDINGTON,Pier/Dock,Steelhead,10,October,Harvest,12,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1996,LUDINGTON,Pier/Dock,Brown Trout,4,April,Harvest,20,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1996,LUDINGTON,Pier/Dock,,4,April,Angler Hours,1539,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1996,LUDINGTON,Pier/Dock,Steelhead,4,April,Harvest,40,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1996,LUDINGTON,Pier/Dock,Brown Trout,5,May,Harvest,138,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1996,LUDINGTON,Pier/Dock,,5,May,Angler Hours,2167,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1996,LUDINGTON,Pier/Dock,Steelhead,5,May,Harvest,26,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1996,LUDINGTON,Pier/Dock,,6,June,Angler Hours,3168,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1996,LUDINGTON,Pier/Dock,Chinook Salmon,7,July,Harvest,59,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1996,LUDINGTON,Pier/Dock,,7,July,Angler Hours,10689,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1996,LUDINGTON,Pier/Dock,Chinook Salmon,8,August,Harvest,64,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1996,LUDINGTON,Pier/Dock,,8,August,Angler Hours,8974,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1996,LUDINGTON,Pier/Dock,Steelhead,8,August,Harvest,36,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1996,LUDINGTON,Pier/Dock,Brown Trout,9,September,Harvest,94,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1996,LUDINGTON,Pier/Dock,Chinook Salmon,9,September,Harvest,56,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1996,LUDINGTON,Pier/Dock,,9,September,Angler Hours,1984,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1996,LUDINGTON,Pier/Dock,Brown Trout,10,October,Harvest,29,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1996,LUDINGTON,Pier/Dock,,10,October,Angler Hours,2431,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1996,LUDINGTON,Pier/Dock,Steelhead,10,October,Harvest,46,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,LUDINGTON,Pier/Dock,Brown Trout,4,April,Catch,286,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,LUDINGTON,Pier/Dock,Brown Trout,4,April,Harvest,286,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,LUDINGTON,Pier/Dock,Chinook Salmon,4,April,Catch,15,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,LUDINGTON,Pier/Dock,Chinook Salmon,4,April,Harvest,15,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,LUDINGTON,Pier/Dock,,4,April,Angler Hours,2740,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,LUDINGTON,Pier/Dock,Brown Trout,5,May,Catch,22,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,LUDINGTON,Pier/Dock,Brown Trout,5,May,Harvest,22,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,LUDINGTON,Pier/Dock,,5,May,Angler Hours,828,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,LUDINGTON,Pier/Dock,,6,June,Angler Hours,1528,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,LUDINGTON,Pier/Dock,,7,July,Angler Hours,2848,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,LUDINGTON,Pier/Dock,Brown Trout,8,August,Catch,429,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,LUDINGTON,Pier/Dock,Brown Trout,8,August,Harvest,429,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,LUDINGTON,Pier/Dock,Chinook Salmon,8,August,Catch,36,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,LUDINGTON,Pier/Dock,Chinook Salmon,8,August,Harvest,36,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,LUDINGTON,Pier/Dock,,8,August,Angler Hours,2576,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,LUDINGTON,Pier/Dock,Brown Trout,9,September,Catch,53,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,LUDINGTON,Pier/Dock,Brown Trout,9,September,Harvest,53,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,LUDINGTON,Pier/Dock,Coho Salmon,9,September,Catch,8,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,LUDINGTON,Pier/Dock,Coho Salmon,9,September,Harvest,8,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,LUDINGTON,Pier/Dock,,9,September,Angler Hours,1926,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,LUDINGTON,Pier/Dock,Brown Trout,10,October,Catch,9,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,LUDINGTON,Pier/Dock,Brown Trout,10,October,Harvest,9,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,LUDINGTON,Pier/Dock,Coho Salmon,10,October,Catch,5,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,LUDINGTON,Pier/Dock,Coho Salmon,10,October,Harvest,5,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,LUDINGTON,Pier/Dock,,10,October,Angler Hours,775,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1997,LUDINGTON,Pier/Dock,Steelhead,10,October,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,LUDINGTON,Pier/Dock,Brown Trout,4,April,Catch,35,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,LUDINGTON,Pier/Dock,Brown Trout,4,April,Harvest,35,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,LUDINGTON,Pier/Dock,,4,April,Angler Hours,2289,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,LUDINGTON,Pier/Dock,Steelhead,4,April,Catch,9,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,LUDINGTON,Pier/Dock,Steelhead,4,April,Harvest,9,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,LUDINGTON,Pier/Dock,,5,May,Angler Hours,1575,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,LUDINGTON,Pier/Dock,,6,June,Angler Hours,2114,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,LUDINGTON,Pier/Dock,,7,July,Angler Hours,2890,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,LUDINGTON,Pier/Dock,Coho Salmon,8,August,Catch,15,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,LUDINGTON,Pier/Dock,Coho Salmon,8,August,Harvest,15,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,LUDINGTON,Pier/Dock,,8,August,Angler Hours,1900,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,LUDINGTON,Pier/Dock,Coho Salmon,9,September,Catch,44,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,LUDINGTON,Pier/Dock,Coho Salmon,9,September,Harvest,44,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,LUDINGTON,Pier/Dock,,9,September,Angler Hours,1358,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,LUDINGTON,Pier/Dock,Brown Trout,10,October,Catch,6,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,LUDINGTON,Pier/Dock,Brown Trout,10,October,Harvest,6,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,LUDINGTON,Pier/Dock,,10,October,Angler Hours,1392,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,LUDINGTON,Pier/Dock,Steelhead,10,October,Catch,32,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1998,LUDINGTON,Pier/Dock,Steelhead,10,October,Harvest,32,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,LUDINGTON,Pier/Dock,Brown Trout,4,April,Catch,29,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,LUDINGTON,Pier/Dock,Brown Trout,4,April,Harvest,29,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,LUDINGTON,Pier/Dock,,4,April,Angler Hours,1072,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,LUDINGTON,Pier/Dock,Brown Trout,5,May,Catch,47,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,LUDINGTON,Pier/Dock,Brown Trout,5,May,Harvest,47,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,LUDINGTON,Pier/Dock,,5,May,Angler Hours,770,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,LUDINGTON,Pier/Dock,,6,June,Angler Hours,171,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,LUDINGTON,Pier/Dock,,7,July,Angler Hours,340,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,LUDINGTON,Pier/Dock,,8,August,Angler Hours,667,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,LUDINGTON,Pier/Dock,,9,September,Angler Hours,767,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,LUDINGTON,Pier/Dock,Brown Trout,10,October,Catch,103,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,LUDINGTON,Pier/Dock,Brown Trout,10,October,Harvest,103,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,LUDINGTON,Pier/Dock,,10,October,Angler Hours,2449,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,LUDINGTON,Pier/Dock,Steelhead,10,October,Catch,629,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1999,LUDINGTON,Pier/Dock,Steelhead,10,October,Harvest,629,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2000,LUDINGTON,Pier/Dock,Brown Trout,4,April,Catch,63,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2000,LUDINGTON,Pier/Dock,Brown Trout,4,April,Harvest,63,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2000,LUDINGTON,Pier/Dock,,4,April,Angler Hours,438,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
