year,port,mode,species,month,month_name,estimate_type,estimate,source,source_last_refreshed
2022,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,7,July,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2022,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,7,July,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2022,FRANKFORT-ELBERTA,Pier/Dock,,7,July,Angler Hours,189,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2022,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,7,July,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2022,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,7,July,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2022,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,8,August,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2022,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,8,August,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2022,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,8,August,Catch,21,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2022,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,8,August,Harvest,20,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2022,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,8,August,Catch,16,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2022,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,8,August,Harvest,15,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2022,FRANKFORT-ELBERTA,Pier/Dock,,8,August,Angler Hours,169,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2022,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,8,August,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2022,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,8,August,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2022,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,9,September,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2022,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,9,September,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2022,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,September,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2022,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,9,September,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2022,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,9,September,Catch,7,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2022,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,9,September,Harvest,7,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2022,FRANKFORT-ELBERTA,Pier/Dock,,9,September,Angler Hours,90,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2022,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,9,September,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2022,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,9,September,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2022,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,10,October,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2022,FRANKFORT-ELBERTA,Pier/Dock,Brown Trout,10,October,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2022,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,10,October,Catch,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2022,FRANKFORT-ELBERTA,Pier/Dock,Chinook Salmon,10,October,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2022,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,10,October,Catch,33,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2022,FRANKFORT-ELBERTA,Pier/Dock,Coho Salmon,10,October,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2022,FRANKFORT-ELBERTA,Pier/Dock,,10,October,Angler Hours,1301,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2022,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,October,Catch,71,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
2022,FRANKFORT-ELBERTA,Pier/Dock,Steelhead,10,October,Harvest,70,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1989,GRAND HAVEN,Pier/Dock,Brown Trout,4,April,Harvest,77,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1989,GRAND HAVEN,Pier/Dock,Chinook Salmon,4,April,Harvest,55,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1989,GRAND HAVEN,Pier/Dock,Coho Salmon,4,April,Harvest,66,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1989,GRAND HAVEN,Pier/Dock,,4,April,Angler Hours,4925,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1989,GRAND HAVEN,Pier/Dock,Steelhead,4,April,Harvest,13,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1989,GRAND HAVEN,Pier/Dock,Brown Trout,5,May,Harvest,377,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1989,GRAND HAVEN,Pier/Dock,Chinook Salmon,5,May,Harvest,48,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1989,GRAND HAVEN,Pier/Dock,Coho Salmon,5,May,Harvest,130,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1989,GRAND HAVEN,Pier/Dock,,5,May,Angler Hours,12210,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1989,GRAND HAVEN,Pier/Dock,Chinook Salmon,6,June,Harvest,28,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1989,GRAND HAVEN,Pier/Dock,Coho Salmon,6,June,Harvest,4,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1989,GRAND HAVEN,Pier/Dock,,6,June,Angler Hours,7133,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1989,GRAND HAVEN,Pier/Dock,,7,July,Angler Hours,36023,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1989,GRAND HAVEN,Pier/Dock,Steelhead,7,July,Harvest,67,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1989,GRAND HAVEN,Pier/Dock,,8,August,Angler Hours,8657,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1989,GRAND HAVEN,Pier/Dock,,9,September,Angler Hours,7068,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1989,GRAND HAVEN,Pier/Dock,,10,October,Angler Hours,2333,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1989,GRAND HAVEN,Pier/Dock,Steelhead,10,October,Harvest,44,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1990,GRAND HAVEN,Pier/Dock,Brown Trout,5,May,Harvest,7,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1990,GRAND HAVEN,Pier/Dock,,5,May,Angler Hours,2893,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1990,GRAND HAVEN,Pier/Dock,Chinook Salmon,6,June,Harvest,9,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1990,GRAND HAVEN,Pier/Dock,,6,June,Angler Hours,11371,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1990,GRAND HAVEN,Pier/Dock,,7,July,Angler Hours,26402,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1990,GRAND HAVEN,Pier/Dock,Chinook Salmon,8,August,Harvest,23,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1990,GRAND HAVEN,Pier/Dock,,8,August,Angler Hours,15650,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1990,GRAND HAVEN,Pier/Dock,,9,September,Angler Hours,4816,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1990,GRAND HAVEN,Pier/Dock,Steelhead,9,September,Harvest,9,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1990,GRAND HAVEN,Pier/Dock,Coho Salmon,10,October,Harvest,30,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1990,GRAND HAVEN,Pier/Dock,,10,October,Angler Hours,2217,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1990,GRAND HAVEN,Pier/Dock,Steelhead,10,October,Harvest,49,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1990,GRAND HAVEN,Pier/Dock,,11,November,Angler Hours,3786,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1990,GRAND HAVEN,Pier/Dock,Steelhead,11,November,Harvest,221,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1991,GRAND HAVEN,Pier/Dock,Brown Trout,4,April,Harvest,97,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1991,GRAND HAVEN,Pier/Dock,Coho Salmon,4,April,Harvest,17,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1991,GRAND HAVEN,Pier/Dock,,4,April,Angler Hours,4215,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1991,GRAND HAVEN,Pier/Dock,Steelhead,4,April,Harvest,3,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1991,GRAND HAVEN,Pier/Dock,Brown Trout,5,May,Harvest,271,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1991,GRAND HAVEN,Pier/Dock,Chinook Salmon,5,May,Harvest,39,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1991,GRAND HAVEN,Pier/Dock,Coho Salmon,5,May,Harvest,47,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1991,GRAND HAVEN,Pier/Dock,,5,May,Angler Hours,9370,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1991,GRAND HAVEN,Pier/Dock,Chinook Salmon,6,June,Harvest,8,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1991,GRAND HAVEN,Pier/Dock,Coho Salmon,6,June,Harvest,19,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1991,GRAND HAVEN,Pier/Dock,,6,June,Angler Hours,35661,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1991,GRAND HAVEN,Pier/Dock,Chinook Salmon,7,July,Harvest,40,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1991,GRAND HAVEN,Pier/Dock,Coho Salmon,7,July,Harvest,64,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1991,GRAND HAVEN,Pier/Dock,,7,July,Angler Hours,11520,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1991,GRAND HAVEN,Pier/Dock,Steelhead,7,July,Harvest,231,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1991,GRAND HAVEN,Pier/Dock,Chinook Salmon,8,August,Harvest,10,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1991,GRAND HAVEN,Pier/Dock,,8,August,Angler Hours,14200,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1991,GRAND HAVEN,Pier/Dock,Chinook Salmon,9,September,Harvest,4,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1991,GRAND HAVEN,Pier/Dock,,9,September,Angler Hours,5473,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1991,GRAND HAVEN,Pier/Dock,Steelhead,9,September,Harvest,22,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1991,GRAND HAVEN,Pier/Dock,Brown Trout,10,October,Harvest,3,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1991,GRAND HAVEN,Pier/Dock,Chinook Salmon,10,October,Harvest,3,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1991,GRAND HAVEN,Pier/Dock,Coho Salmon,10,October,Harvest,8,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1991,GRAND HAVEN,Pier/Dock,,10,October,Angler Hours,2435,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1991,GRAND HAVEN,Pier/Dock,Steelhead,10,October,Harvest,37,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1992,GRAND HAVEN,Pier/Dock,Brown Trout,4,April,Harvest,14,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1992,GRAND HAVEN,Pier/Dock,Coho Salmon,4,April,Harvest,18,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1992,GRAND HAVEN,Pier/Dock,,4,April,Angler Hours,3137,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1992,GRAND HAVEN,Pier/Dock,Coho Salmon,5,May,Harvest,7,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1992,GRAND HAVEN,Pier/Dock,,5,May,Angler Hours,5789,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1992,GRAND HAVEN,Pier/Dock,Coho Salmon,6,June,Harvest,28,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1992,GRAND HAVEN,Pier/Dock,,6,June,Angler Hours,12947,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1992,GRAND HAVEN,Pier/Dock,Steelhead,6,June,Harvest,5,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1992,GRAND HAVEN,Pier/Dock,,7,July,Angler Hours,12965,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1992,GRAND HAVEN,Pier/Dock,Brown Trout,8,August,Harvest,11,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1992,GRAND HAVEN,Pier/Dock,Chinook Salmon,8,August,Harvest,11,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1992,GRAND HAVEN,Pier/Dock,Coho Salmon,8,August,Harvest,38,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1992,GRAND HAVEN,Pier/Dock,,8,August,Angler Hours,10366,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1992,GRAND HAVEN,Pier/Dock,Coho Salmon,9,September,Harvest,25,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1992,GRAND HAVEN,Pier/Dock,,9,September,Angler Hours,3978,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1992,GRAND HAVEN,Pier/Dock,Steelhead,9,September,Harvest,31,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1992,GRAND HAVEN,Pier/Dock,,10,October,Angler Hours,6381,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1992,GRAND HAVEN,Pier/Dock,Steelhead,10,October,Harvest,329,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1993,GRAND HAVEN,Pier/Dock,Brown Trout,4,April,Harvest,71,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1993,GRAND HAVEN,Pier/Dock,Chinook Salmon,4,April,Harvest,6,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1993,GRAND HAVEN,Pier/Dock,Coho Salmon,4,April,Harvest,5,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1993,GRAND HAVEN,Pier/Dock,,4,April,Angler Hours,4515,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1993,GRAND HAVEN,Pier/Dock,Steelhead,4,April,Harvest,17,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1993,GRAND HAVEN,Pier/Dock,Brown Trout,5,May,Harvest,27,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1993,GRAND HAVEN,Pier/Dock,,5,May,Angler Hours,5696,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1993,GRAND HAVEN,Pier/Dock,Coho Salmon,6,June,Harvest,13,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1993,GRAND HAVEN,Pier/Dock,,6,June,Angler Hours,13572,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1993,GRAND HAVEN,Pier/Dock,,7,July,Angler Hours,15507,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1993,GRAND HAVEN,Pier/Dock,Steelhead,7,July,Harvest,11,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1993,GRAND HAVEN,Pier/Dock,Chinook Salmon,8,August,Harvest,4,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1993,GRAND HAVEN,Pier/Dock,,8,August,Angler Hours,10459,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1993,GRAND HAVEN,Pier/Dock,Brown Trout,9,September,Harvest,39,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1993,GRAND HAVEN,Pier/Dock,Chinook Salmon,9,September,Harvest,61,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1993,GRAND HAVEN,Pier/Dock,Coho Salmon,9,September,Harvest,9,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1993,GRAND HAVEN,Pier/Dock,,9,September,Angler Hours,6282,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1993,GRAND HAVEN,Pier/Dock,Steelhead,9,September,Harvest,8,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1993,GRAND HAVEN,Pier/Dock,,10,October,Angler Hours,5839,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1993,GRAND HAVEN,Pier/Dock,Steelhead,10,October,Harvest,119,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,GRAND HAVEN,Pier/Dock,Brown Trout,4,April,Harvest,305,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,GRAND HAVEN,Pier/Dock,Chinook Salmon,4,April,Harvest,68,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,GRAND HAVEN,Pier/Dock,Coho Salmon,4,April,Harvest,72,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,GRAND HAVEN,Pier/Dock,,4,April,Angler Hours,8904,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,GRAND HAVEN,Pier/Dock,Steelhead,4,April,Harvest,106,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,GRAND HAVEN,Pier/Dock,Brown Trout,5,May,Harvest,450,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,GRAND HAVEN,Pier/Dock,Chinook Salmon,5,May,Harvest,4,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,GRAND HAVEN,Pier/Dock,Coho Salmon,5,May,Harvest,11,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,GRAND HAVEN,Pier/Dock,,5,May,Angler Hours,6965,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,GRAND HAVEN,Pier/Dock,Steelhead,5,May,Harvest,3,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,GRAND HAVEN,Pier/Dock,Brown Trout,6,June,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,GRAND HAVEN,Pier/Dock,Chinook Salmon,6,June,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,GRAND HAVEN,Pier/Dock,Coho Salmon,6,June,Harvest,6,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,GRAND HAVEN,Pier/Dock,,6,June,Angler Hours,18837,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,GRAND HAVEN,Pier/Dock,Steelhead,6,June,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,GRAND HAVEN,Pier/Dock,Brown Trout,7,July,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,GRAND HAVEN,Pier/Dock,Chinook Salmon,7,July,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,GRAND HAVEN,Pier/Dock,Coho Salmon,7,July,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,GRAND HAVEN,Pier/Dock,,7,July,Angler Hours,14565,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,GRAND HAVEN,Pier/Dock,Steelhead,7,July,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,GRAND HAVEN,Pier/Dock,Brown Trout,8,August,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,GRAND HAVEN,Pier/Dock,Chinook Salmon,8,August,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,GRAND HAVEN,Pier/Dock,Coho Salmon,8,August,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,GRAND HAVEN,Pier/Dock,,8,August,Angler Hours,18677,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,GRAND HAVEN,Pier/Dock,Steelhead,8,August,Harvest,25,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,GRAND HAVEN,Pier/Dock,Brown Trout,9,September,Harvest,20,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,GRAND HAVEN,Pier/Dock,Chinook Salmon,9,September,Harvest,39,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,GRAND HAVEN,Pier/Dock,Coho Salmon,9,September,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,GRAND HAVEN,Pier/Dock,,9,September,Angler Hours,5698,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,GRAND HAVEN,Pier/Dock,Steelhead,9,September,Harvest,4,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,GRAND HAVEN,Pier/Dock,Brown Trout,10,October,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,GRAND HAVEN,Pier/Dock,Chinook Salmon,10,October,Harvest,0,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,GRAND HAVEN,Pier/Dock,Coho Salmon,10,October,Harvest,17,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,GRAND HAVEN,Pier/Dock,,10,October,Angler Hours,4676,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1994,GRAND HAVEN,Pier/Dock,Steelhead,10,October,Harvest,151,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1995,GRAND HAVEN,Pier/Dock,Brown Trout,4,April,Harvest,166,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1995,GRAND HAVEN,Pier/Dock,Chinook Salmon,4,April,Harvest,17,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1995,GRAND HAVEN,Pier/Dock,,4,April,Angler Hours,7035,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1995,GRAND HAVEN,Pier/Dock,Steelhead,4,April,Harvest,109,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1995,GRAND HAVEN,Pier/Dock,Brown Trout,5,May,Harvest,403,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1995,GRAND HAVEN,Pier/Dock,Chinook Salmon,5,May,Harvest,11,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1995,GRAND HAVEN,Pier/Dock,,5,May,Angler Hours,7228,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1995,GRAND HAVEN,Pier/Dock,Steelhead,5,May,Harvest,53,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1995,GRAND HAVEN,Pier/Dock,,6,June,Angler Hours,1235,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1995,GRAND HAVEN,Pier/Dock,,7,July,Angler Hours,10570,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1995,GRAND HAVEN,Pier/Dock,,8,August,Angler Hours,4708,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1995,GRAND HAVEN,Pier/Dock,Brown Trout,9,September,Harvest,9,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1995,GRAND HAVEN,Pier/Dock,Chinook Salmon,9,September,Harvest,19,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1995,GRAND HAVEN,Pier/Dock,Coho Salmon,9,September,Harvest,12,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1995,GRAND HAVEN,Pier/Dock,,9,September,Angler Hours,3500,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1995,GRAND HAVEN,Pier/Dock,Brown Trout,10,October,Harvest,30,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
1995,GRAND HAVEN,Pier/Dock,,10,October,Angler Hours,3779,Michigan DNR Creel Sportfishing Estimates dashboard,2025-04-23
